Cliente,ID,Gasto_Mensual,Estado_Seguro
Coty Perro Sigiloso,356642X,524260,APROBADO
Maria Perro Audaz,603172X,712304,APROBADO
Maria Gato Veloz,512450X,464983,APROBADO
Francisco Nutria Salvage,522287X,129598,APROBADO
Matias Ballena Veloz,754821X,569880,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Salvage,814706X,241619,APROBADO
Pepe Condor Gigante,170115X,78699,APROBADO
Juan Gato Gigante,733258X,548015,APROBADO
Juan Zorro Noble,603723X,78304,APROBADO
Matias Puma Austral,683226X,70676,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Gigante,556842X,823297,APROBADO
Pancha Nutria Sigiloso,743735X,899875,APROBADO
Sacha Huemul Noble,911911X,734941,APROBADO
Francisco Condor Rojo,728514X,439297,APROBADO
Francisco Leon Salvage,390698X,281178,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Rojo,451568X,609159,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Austral,752719X,110883,APROBADO
Pancha Nutria Austral,528301X,544299,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Austral,353895X,201407,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Audaz,2053X,690374,APROBADO
Matias Ballena Audaz,958746X,767465,APROBADO
Francisco Ballena Noble,973662X,860422,APROBADO
Francisco Leon Veloz,514950X,45941,APROBADO
Pepe Puma Audaz,909419X,246166,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Audaz,411448X,804832,APROBADO
Coty Gato Austral,204951X,461181,APROBADO
Matias Condor Veloz,771154X,468695,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Noble,851575X,770180,APROBADO
Matias Nutria Austral,989172X,57854,APROBADO
Maria Gato Gigante,559764X,27213,APROBADO
Pancha Ballena Audaz,977476X,187132,APROBADO
Pepe Huemul Austral,470094X,854880,APROBADO
Juan Puma Austral,662581X,698260,APROBADO
Sacha Leon Austral,836639X,256986,APROBADO
Juan Huemul Veloz,578554X,82166,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Gigante,415808X,529800,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Salvage,316772X,408388,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Veloz,539726X,857089,APROBADO
Francisco Huemul Noble,338963X,253639,APROBADO
Maria Leon Gigante,367143X,530164,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Veloz,448955X,184579,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Noble,404959X,801771,APROBADO
Matias Perro Audaz,658932X,599449,APROBADO
Pancha Condor Rojo,368833X,359455,APROBADO
Matias Perro Austral,519985X,190840,APROBADO
Pepe Condor Salvage,397524X,309785,APROBADO
Pancha Gato Salvage,442662X,695883,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Audaz,329821X,112295,APROBADO
Juan Puma Salvage,806839X,596034,APROBADO
Sacha Ballena Gigante,817752X,460122,APROBADO
Maria Leon Veloz,573663X,83698,APROBADO
Juan Puma Noble,666707X,25268,APROBADO
Juan Condor Veloz,930237X,741734,APROBADO
Francisco Leon Austral,388546X,320898,APROBADO
Sacha Leon Sigiloso,624566X,794092,APROBADO
Pepe Condor Sigiloso,121517X,576873,APROBADO
Matias Huemul Gigante,987987X,103663,APROBADO
Coty Puma Noble,565365X,413541,APROBADO
Lucho Perro Sigiloso,758971X,62914,APROBADO
Coty Perro Audaz,167108X,326409,APROBADO
Coty Puma Gigante,543715X,277325,APROBADO
Francisco Perro Sigiloso,653549X,810464,APROBADO
Matias Perro Rojo,477562X,96445,APROBADO
Matias Perro Audaz,507097X,346752,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Salvage,258484X,152742,APROBADO
Francisco Nutria Veloz,698073X,604700,APROBADO
Maria Puma Audaz,925335X,347970,APROBADO
Lucho Nutria Gigante,195004X,704707,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Veloz,232129X,602556,APROBADO
Francisco Ballena Noble,524742X,98574,APROBADO
Francisco Gato Sigiloso,77866X,884996,APROBADO
Pepe Nutria Veloz,931032X,635537,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Sigiloso,741766X,372970,APROBADO
Coty Huemul Noble,967153X,457680,APROBADO
Sacha Zorro Sigiloso,157756X,91605,APROBADO
Lucho Nutria Sigiloso,884959X,577381,APROBADO
Juan Leon Veloz,720233X,792493,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Gigante,523423X,628314,APROBADO
Pancha Puma Audaz,96821X,372687,APROBADO
Pancha Ballena Sigiloso,462081X,576211,APROBADO
Juan Nutria Gigante,75479X,875097,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Noble,432485X,884511,APROBADO
Pepe Perro Gigante,944316X,671015,RECHAZADO (Riesgo Salud/Financiero)
Juan Huemul Rojo,21479X,731814,APROBADO
Coty Zorro Veloz,398682X,602466,APROBADO
Matias Leon Sigiloso,370222X,545077,APROBADO
Pancha Nutria Sigiloso,818966X,799996,APROBADO
Francisco Condor Sigiloso,725619X,612875,APROBADO
Pancha Puma Audaz,127428X,679205,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Rojo,658966X,520806,APROBADO
Francisco Leon Rojo,267117X,222073,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Austral,889970X,64724,APROBADO
Lucho Perro Rojo,660989X,800919,APROBADO
Pepe Zorro Salvage,336129X,597410,APROBADO
Matias Condor Audaz,507640X,585869,APROBADO
Maria Zorro Gigante,759291X,826117,APROBADO
Francisco Zorro Sigiloso,522583X,220017,APROBADO
Maria Ballena Audaz,260351X,566898,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Noble,594400X,585513,APROBADO
Sacha Perro Rojo,704771X,39056,APROBADO
Matias Zorro Salvage,370990X,654107,APROBADO
Francisco Leon Gigante,196946X,165626,APROBADO
Sacha Ballena Sigiloso,883910X,793618,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Noble,167278X,19487,APROBADO
Francisco Gato Audaz,259445X,791722,APROBADO
Maria Gato Salvage,140909X,249709,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Salvage,432949X,658715,APROBADO
Lucho Ballena Austral,634446X,828772,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Noble,889160X,513753,APROBADO
Lucho Perro Sigiloso,839059X,527983,APROBADO
Pepe Nutria Gigante,843563X,681642,APROBADO
Sacha Perro Veloz,485812X,396326,APROBADO
Francisco Nutria Rojo,156545X,298727,APROBADO
Pepe Ballena Austral,429653X,857673,APROBADO
Sacha Perro Noble,629965X,202454,APROBADO
Sacha Zorro Sigiloso,308050X,750895,APROBADO
Coty Ballena Rojo,672542X,701106,APROBADO
Francisco Ballena Sigiloso,413649X,834637,APROBADO
Sacha Huemul Noble,289950X,890672,APROBADO
Lucho Huemul Noble,30955X,360376,APROBADO
Matias Huemul Sigiloso,378062X,605749,APROBADO
Sacha Huemul Audaz,256642X,686116,APROBADO
Sacha Perro Austral,188529X,568686,APROBADO
Coty Puma Rojo,714077X,574414,RECHAZADO (Riesgo Salud/Financiero)
Juan Puma Sigiloso,944894X,867996,APROBADO
Coty Nutria Sigiloso,757315X,746840,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Noble,242030X,868406,APROBADO
Pepe Gato Audaz,139965X,95006,APROBADO
Lucho Nutria Rojo,767847X,352345,APROBADO
Pepe Puma Salvage,550231X,660936,RECHAZADO (Riesgo Salud/Financiero)
Lucho Zorro Rojo,454766X,478526,APROBADO
Juan Gato Austral,766259X,732290,APROBADO
Coty Zorro Austral,485683X,159425,APROBADO
Coty Puma Rojo,336511X,449370,APROBADO
Matias Nutria Salvage,423369X,660166,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Audaz,956365X,481948,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Salvage,987471X,478632,APROBADO
Pepe Perro Rojo,112007X,453887,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Audaz,961086X,795838,APROBADO
Juan Puma Sigiloso,503637X,434702,APROBADO
Francisco Leon Rojo,348830X,654740,APROBADO
Maria Leon Veloz,494318X,434070,APROBADO
Coty Leon Noble,325147X,590421,APROBADO
Juan Leon Sigiloso,559486X,81724,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Noble,178384X,481764,APROBADO
Pancha Gato Noble,20932X,86176,APROBADO
Maria Zorro Gigante,559649X,457801,APROBADO
Sacha Puma Gigante,942363X,655331,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Austral,726025X,200200,APROBADO
Pancha Gato Noble,8165X,515472,APROBADO
Coty Leon Salvage,721390X,366154,APROBADO
Juan Condor Austral,554694X,338630,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Veloz,667655X,427822,RECHAZADO (Riesgo Salud/Financiero)
Matias Perro Sigiloso,363143X,132851,APROBADO
Francisco Gato Sigiloso,298386X,280938,APROBADO
Lucho Puma Rojo,819266X,650850,APROBADO
Pepe Zorro Audaz,807058X,885947,APROBADO
Francisco Ballena Salvage,492166X,473635,APROBADO
Matias Nutria Salvage,750032X,667737,APROBADO
Lucho Perro Audaz,893930X,624419,APROBADO
Maria Perro Veloz,335319X,785089,APROBADO
Coty Leon Veloz,276396X,759999,APROBADO
Pepe Condor Salvage,183706X,209061,APROBADO
Francisco Condor Rojo,598759X,540399,APROBADO
Pepe Perro Sigiloso,122400X,402689,APROBADO
Maria Zorro Gigante,760065X,148279,APROBADO
Lucho Ballena Salvage,137149X,789864,APROBADO
Matias Condor Sigiloso,740141X,515973,APROBADO
Coty Huemul Salvage,322023X,812788,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Noble,712569X,144000,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Salvage,689048X,55743,APROBADO
Pancha Nutria Austral,987638X,610240,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Gigante,395990X,350308,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Audaz,261487X,631041,APROBADO
Matias Perro Salvage,843076X,661595,APROBADO
Matias Ballena Sigiloso,678530X,227902,APROBADO
Juan Leon Sigiloso,297456X,899642,APROBADO
Francisco Nutria Sigiloso,840444X,549017,APROBADO
Lucho Ballena Rojo,843930X,714273,APROBADO
Francisco Gato Sigiloso,987756X,49810,APROBADO
Sacha Leon Gigante,511114X,455933,APROBADO
Lucho Huemul Gigante,858974X,591843,APROBADO
Lucho Perro Sigiloso,847727X,668531,APROBADO
Coty Condor Salvage,518371X,25373,APROBADO
Sacha Gato Sigiloso,667202X,521248,APROBADO
Juan Gato Rojo,199459X,785284,APROBADO
Juan Ballena Noble,697234X,784985,APROBADO
Pancha Leon Rojo,856256X,750439,APROBADO
Matias Perro Veloz,455657X,594819,APROBADO
Coty Zorro Audaz,143830X,203792,APROBADO
Pancha Leon Audaz,489777X,701586,APROBADO
Francisco Leon Salvage,591611X,166265,APROBADO
Pancha Condor Rojo,721587X,188522,APROBADO
Francisco Huemul Audaz,6409X,208681,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Noble,87503X,671101,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Sigiloso,969066X,760220,APROBADO
Matias Huemul Sigiloso,51650X,656131,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Salvage,538571X,181466,APROBADO
Sacha Huemul Noble,272776X,897493,APROBADO
Pepe Zorro Sigiloso,645210X,230061,APROBADO
Matias Gato Gigante,351952X,221098,APROBADO
Pancha Puma Audaz,330688X,624491,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Salvage,266820X,896687,APROBADO
Pancha Perro Noble,78416X,387128,APROBADO
Lucho Condor Rojo,191496X,153326,APROBADO
Coty Nutria Sigiloso,864548X,899736,APROBADO
Coty Puma Veloz,346631X,576294,APROBADO
Francisco Leon Noble,873934X,139131,APROBADO
Maria Zorro Audaz,231583X,216246,APROBADO
Lucho Gato Salvage,909760X,596911,APROBADO
Pepe Ballena Rojo,86453X,570756,APROBADO
Pancha Ballena Sigiloso,850199X,22800,APROBADO
Lucho Puma Sigiloso,573922X,382333,APROBADO
Pepe Nutria Rojo,485725X,109260,APROBADO
Juan Gato Sigiloso,198515X,283081,APROBADO
Coty Puma Salvage,728623X,89071,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Salvage,504827X,784884,APROBADO
Pepe Huemul Sigiloso,835233X,821176,APROBADO
Juan Ballena Veloz,280837X,190648,APROBADO
Pepe Puma Sigiloso,153242X,730374,APROBADO
Pepe Zorro Veloz,363735X,172539,APROBADO
Maria Nutria Noble,26311X,598323,APROBADO
Juan Zorro Salvage,517431X,883508,APROBADO
Juan Gato Austral,895688X,195867,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Veloz,903396X,424507,APROBADO
Sacha Gato Veloz,453560X,167758,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Noble,986688X,408967,APROBADO
Maria Ballena Sigiloso,679349X,479677,APROBADO
Maria Zorro Audaz,152278X,387327,APROBADO
Pancha Leon Austral,270565X,851558,APROBADO
Sacha Leon Rojo,462154X,740498,APROBADO
Juan Gato Gigante,180728X,140514,APROBADO
Juan Huemul Gigante,420798X,411653,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Sigiloso,615382X,267356,APROBADO
Coty Puma Salvage,22518X,705785,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Sigiloso,219550X,239947,APROBADO
Maria Puma Veloz,53423X,722907,APROBADO
Pancha Condor Noble,884767X,155939,APROBADO
Coty Nutria Austral,2559X,533723,APROBADO
Matias Leon Salvage,655649X,376930,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Gigante,417966X,577875,APROBADO
Pepe Ballena Austral,225462X,68924,APROBADO
Francisco Leon Austral,288865X,781604,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Rojo,403220X,769557,APROBADO
Pepe Puma Veloz,476328X,78059,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Sigiloso,745104X,666815,APROBADO
Juan Nutria Austral,533138X,694408,APROBADO
Francisco Ballena Audaz,479028X,585466,APROBADO
Maria Zorro Austral,280672X,284464,APROBADO
Coty Puma Salvage,382993X,317861,APROBADO
Coty Nutria Sigiloso,106113X,555490,APROBADO
Matias Ballena Audaz,516219X,92614,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Sigiloso,983652X,614014,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Austral,232713X,266289,APROBADO
Juan Ballena Noble,481213X,302589,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Audaz,46007X,664122,APROBADO
Pepe Puma Rojo,626348X,402442,APROBADO
Maria Nutria Austral,775631X,700639,APROBADO
Lucho Ballena Noble,2714X,199774,APROBADO
Matias Gato Rojo,675533X,579935,RECHAZADO (Riesgo Salud/Financiero)
Pancha Puma Veloz,250276X,796663,APROBADO
Coty Zorro Veloz,173643X,86175,APROBADO
Maria Gato Noble,426494X,403809,APROBADO
Matias Nutria Noble,138110X,240863,APROBADO
Maria Leon Gigante,414092X,264042,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Sigiloso,439994X,464957,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Veloz,156153X,722676,APROBADO
Sacha Zorro Sigiloso,254481X,379609,APROBADO
Juan Ballena Gigante,359261X,178754,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Audaz,378481X,693218,APROBADO
Pancha Puma Veloz,297698X,548662,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Sigiloso,374347X,192969,APROBADO
Lucho Huemul Audaz,905162X,693874,APROBADO
Coty Condor Noble,164659X,588744,APROBADO
Coty Puma Audaz,967206X,719786,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Audaz,784127X,369514,APROBADO
Pancha Nutria Rojo,903063X,785402,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Noble,354357X,269249,APROBADO
Sacha Zorro Audaz,180180X,641190,APROBADO
Pepe Gato Noble,425347X,296106,APROBADO
Maria Nutria Austral,691001X,657998,APROBADO
Pancha Puma Sigiloso,55043X,397050,APROBADO
Francisco Puma Salvage,875340X,363831,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Rojo,588084X,110524,APROBADO
Francisco Condor Gigante,598348X,317998,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Austral,910887X,570853,APROBADO
Maria Ballena Salvage,783450X,342238,APROBADO
Lucho Huemul Gigante,65138X,543897,APROBADO
Sacha Condor Sigiloso,506342X,699498,APROBADO
Coty Zorro Rojo,148314X,489140,APROBADO
Francisco Puma Veloz,898308X,571225,APROBADO
Sacha Ballena Rojo,196014X,194085,APROBADO
Francisco Ballena Rojo,927051X,799342,APROBADO
Juan Perro Sigiloso,57346X,727735,APROBADO
Francisco Ballena Salvage,82154X,734863,APROBADO
Lucho Puma Salvage,45963X,149804,APROBADO
Matias Puma Salvage,955560X,746446,APROBADO
Pepe Zorro Audaz,369880X,449378,APROBADO
Sacha Huemul Veloz,207221X,190678,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Gigante,724447X,691137,APROBADO
Maria Condor Rojo,646454X,786265,APROBADO
Maria Nutria Gigante,191131X,854087,APROBADO
Francisco Zorro Audaz,507606X,870721,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Salvage,529320X,324418,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Sigiloso,899457X,369213,APROBADO
Pepe Huemul Rojo,8935X,237105,APROBADO
Coty Condor Audaz,349696X,282730,APROBADO
Matias Nutria Gigante,888990X,264097,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Salvage,107681X,383704,APROBADO
Juan Nutria Gigante,636729X,634100,APROBADO
Coty Nutria Audaz,173037X,57361,APROBADO
Matias Ballena Audaz,942011X,234098,APROBADO
Coty Gato Salvage,792341X,194201,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Austral,998747X,745049,APROBADO
Pepe Gato Audaz,267493X,715101,APROBADO
Juan Nutria Austral,71823X,741641,APROBADO
Matias Condor Gigante,133455X,17182,APROBADO
Sacha Condor Audaz,179944X,561681,APROBADO
Sacha Puma Austral,827784X,633837,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Salvage,778748X,456458,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Sigiloso,699182X,79846,APROBADO
Lucho Condor Austral,750252X,92329,RECHAZADO (Riesgo Salud/Financiero)
Francisco Leon Gigante,109856X,148787,APROBADO
Pepe Huemul Salvage,818103X,244787,APROBADO
Sacha Gato Veloz,106028X,622829,APROBADO
Sacha Perro Sigiloso,641386X,663941,APROBADO
Pepe Leon Salvage,8037X,110385,APROBADO
Lucho Perro Audaz,26609X,198255,APROBADO
Francisco Perro Austral,308522X,205268,APROBADO
Juan Condor Veloz,617015X,17896,APROBADO
Maria Puma Audaz,784497X,738294,APROBADO
Juan Ballena Salvage,22172X,759459,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Sigiloso,489494X,434841,APROBADO
Francisco Ballena Noble,373726X,251767,APROBADO
Matias Ballena Gigante,989887X,539193,APROBADO
Coty Gato Noble,546965X,485467,APROBADO
Maria Leon Sigiloso,96359X,76596,APROBADO
Lucho Leon Sigiloso,93405X,234910,RECHAZADO (Riesgo Salud/Financiero)
Francisco Leon Noble,35720X,419135,APROBADO
Coty Condor Gigante,47778X,536974,APROBADO
Matias Huemul Austral,186538X,206598,APROBADO
Francisco Ballena Gigante,824715X,496544,APROBADO
Sacha Condor Noble,103892X,788663,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Salvage,928899X,335885,APROBADO
Maria Zorro Gigante,44261X,516497,APROBADO
Pancha Puma Audaz,204175X,216628,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Sigiloso,673203X,97525,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Veloz,942107X,677137,APROBADO
Matias Puma Audaz,308145X,517079,APROBADO
Coty Perro Austral,322196X,702845,APROBADO
Sacha Condor Veloz,594192X,793972,APROBADO
Maria Ballena Austral,373841X,833033,APROBADO
Francisco Gato Salvage,304708X,326648,APROBADO
Matias Leon Sigiloso,363929X,38512,APROBADO
Francisco Nutria Rojo,689173X,239587,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Rojo,421763X,793772,APROBADO
Lucho Gato Audaz,351300X,117115,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Gigante,110137X,719972,APROBADO
Pepe Puma Veloz,867683X,82034,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Sigiloso,996191X,23999,APROBADO
Matias Gato Audaz,172803X,770082,APROBADO
Sacha Zorro Sigiloso,370270X,642412,RECHAZADO (Riesgo Salud/Financiero)
Pepe Condor Gigante,616297X,676119,APROBADO
Maria Leon Rojo,607243X,875039,APROBADO
Pepe Condor Gigante,497754X,297464,APROBADO
Maria Perro Rojo,32294X,861048,APROBADO
Matias Leon Sigiloso,636206X,521651,APROBADO
Lucho Ballena Veloz,780400X,775260,APROBADO
Pancha Puma Sigiloso,808904X,792774,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Gigante,102900X,491401,APROBADO
Pepe Condor Sigiloso,738182X,475817,APROBADO
Maria Leon Audaz,493993X,648514,APROBADO
Juan Leon Sigiloso,102097X,828420,APROBADO
Juan Condor Audaz,303367X,214543,APROBADO
Francisco Gato Salvage,232433X,91576,RECHAZADO (Riesgo Salud/Financiero)
Maria Gato Austral,219263X,240151,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Gigante,216778X,450801,APROBADO
Pepe Nutria Veloz,752413X,847266,APROBADO
Juan Condor Austral,609621X,693047,APROBADO
Pepe Ballena Austral,328834X,379879,APROBADO
Coty Zorro Austral,628950X,357297,RECHAZADO (Riesgo Salud/Financiero)
Matias Nutria Salvage,88117X,778793,APROBADO
Coty Huemul Noble,387546X,67871,APROBADO
Maria Perro Austral,961741X,626936,APROBADO
Pepe Huemul Sigiloso,158070X,580338,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Noble,377353X,848989,APROBADO
Francisco Huemul Austral,303131X,757247,RECHAZADO (Riesgo Salud/Financiero)
Juan Leon Gigante,5269X,173898,APROBADO
Sacha Zorro Austral,205215X,639225,APROBADO
Lucho Gato Audaz,974799X,546332,APROBADO
Pepe Puma Rojo,540112X,62959,APROBADO
Juan Huemul Veloz,673159X,266495,APROBADO
Pepe Perro Veloz,626616X,754908,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Sigiloso,518288X,407047,APROBADO
Sacha Gato Audaz,302469X,831681,APROBADO
Maria Condor Noble,571050X,854384,APROBADO
Francisco Ballena Noble,257650X,732483,APROBADO
Juan Zorro Noble,247538X,740811,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Austral,5722X,60854,APROBADO
Maria Nutria Gigante,124974X,241046,APROBADO
Lucho Ballena Salvage,429525X,657217,APROBADO
Francisco Leon Noble,592241X,825003,APROBADO
Juan Gato Rojo,549135X,172709,APROBADO
Pancha Condor Noble,24689X,33599,APROBADO
Maria Huemul Audaz,593670X,477782,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Veloz,751603X,600094,APROBADO
Pancha Nutria Gigante,357994X,581024,APROBADO
Lucho Leon Sigiloso,27229X,371430,APROBADO
Matias Huemul Sigiloso,160712X,645287,APROBADO
Pepe Leon Salvage,329732X,655562,APROBADO
Coty Ballena Salvage,944274X,445020,APROBADO
Juan Leon Audaz,625493X,535658,APROBADO
Maria Huemul Gigante,90536X,87688,APROBADO
Matias Nutria Rojo,755635X,544308,RECHAZADO (Riesgo Salud/Financiero)
Maria Gato Audaz,820077X,275814,APROBADO
Sacha Huemul Austral,63849X,782434,APROBADO
Francisco Zorro Veloz,152670X,385117,APROBADO
Coty Perro Gigante,698109X,133138,APROBADO
Coty Leon Austral,54433X,288662,APROBADO
Juan Ballena Sigiloso,98539X,27461,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Audaz,631567X,109231,APROBADO
Matias Leon Sigiloso,906329X,558262,APROBADO
Pancha Huemul Veloz,700312X,809954,APROBADO
Pancha Leon Noble,67856X,753956,APROBADO
Sacha Condor Salvage,285672X,699900,APROBADO
Lucho Nutria Sigiloso,3103X,776204,APROBADO
Sacha Zorro Salvage,888690X,61058,APROBADO
Coty Leon Gigante,872531X,175201,APROBADO
Matias Puma Rojo,183418X,199570,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Audaz,111419X,707579,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Rojo,354696X,218767,APROBADO
Maria Perro Sigiloso,70864X,270657,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Audaz,456308X,193888,APROBADO
Pepe Condor Audaz,372307X,216466,APROBADO
Lucho Zorro Audaz,263096X,776218,APROBADO
Coty Condor Noble,352518X,749541,APROBADO
Pepe Huemul Sigiloso,34537X,109487,RECHAZADO (Riesgo Salud/Financiero)
Matias Leon Rojo,285455X,43327,APROBADO
Lucho Leon Austral,747515X,661704,APROBADO
Sacha Leon Austral,881757X,82233,APROBADO
Matias Puma Noble,807801X,880740,APROBADO
Coty Condor Sigiloso,366697X,564365,APROBADO
Francisco Perro Rojo,830841X,892795,APROBADO
Francisco Condor Sigiloso,293770X,23428,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Gigante,852586X,408499,APROBADO
Pepe Leon Rojo,224033X,857916,APROBADO
Coty Nutria Salvage,142306X,776617,APROBADO
Coty Zorro Austral,988180X,344602,APROBADO
Pepe Gato Audaz,210742X,422798,APROBADO
Francisco Ballena Sigiloso,614334X,884000,APROBADO
Francisco Huemul Salvage,745308X,180707,APROBADO
Francisco Perro Audaz,141864X,780621,APROBADO
Sacha Condor Veloz,368876X,437524,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Gigante,701417X,410445,APROBADO
Pepe Gato Austral,933317X,166475,APROBADO
Juan Gato Noble,134290X,608226,APROBADO
Pepe Huemul Sigiloso,911867X,345551,APROBADO
Pancha Puma Salvage,965981X,288227,APROBADO
Juan Puma Sigiloso,508950X,386302,APROBADO
Juan Ballena Audaz,79684X,866754,APROBADO
Juan Huemul Noble,958368X,698892,APROBADO
Maria Perro Gigante,532318X,164521,APROBADO
Pancha Condor Gigante,117828X,296399,APROBADO
Juan Leon Gigante,429930X,137221,RECHAZADO (Riesgo Salud/Financiero)
Pepe Leon Salvage,675176X,488774,RECHAZADO (Riesgo Salud/Financiero)
Juan Perro Veloz,803243X,363608,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Noble,276179X,159550,APROBADO
Pancha Condor Noble,893725X,52452,APROBADO
Francisco Gato Austral,258789X,222673,APROBADO
Coty Nutria Rojo,179244X,561184,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Austral,287573X,838534,APROBADO
Juan Gato Gigante,714874X,795576,APROBADO
Sacha Zorro Salvage,889644X,716127,APROBADO
Lucho Leon Noble,638634X,511237,APROBADO
Matias Huemul Noble,436454X,424270,APROBADO
Juan Perro Veloz,950449X,512029,APROBADO
Sacha Nutria Veloz,487813X,520967,APROBADO
Pepe Gato Audaz,142639X,246379,APROBADO
Pepe Nutria Rojo,662504X,298673,APROBADO
Pepe Huemul Audaz,720526X,95835,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Veloz,866740X,360678,APROBADO
Coty Nutria Salvage,468723X,212783,APROBADO
Matias Leon Rojo,133391X,822093,APROBADO
Matias Huemul Gigante,590465X,403919,APROBADO
Lucho Nutria Audaz,426953X,618047,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Sigiloso,660868X,705512,APROBADO
